trial_num,it,mt,mpd_xz,mpd_xy,mpd_zy,mpd_xzy,fda_de
21,0.28888888888888886,0.38888888888888895,0.03246429984199205,-0.02370364183697737,-0.030008007730748288,0.031032592323334395,0
22,0.2777777777777778,0.29999999999999993,-0.023864835728017755,0.023566924874033304,0.026716339264010666,-0.02725127147656144,0
23,0.26666666666666666,0.788888888888889,0.2951013707558655,0.37339162584143787,0.16921676905559266,0.32543635456870523,0
24,0.3111111111111111,0.4,-0.022346815156107827,0.03611639475202873,0.02839035015180555,-0.02737002099630165,0
25,0.28888888888888886,0.3555555555555556,-0.018351015251655462,0.024613802673388484,0.014291951570139924,0.017783901411489167,0
26,0.28888888888888886,0.4444444444444444,-0.011017194979738985,0.03158823779703008,0.03324800366495999,-0.029488848139034164,0
27,0.24444444444444444,0.5222222222222223,-0.07090186344585328,-0.022574310710521753,0.055692281356206096,-0.06813348720133869,0
28,0.2111111111111111,0.43333333333333335,0.017846675680844755,0.03482306418034894,0.0267039762612652,0.025665592374862926,0
29,0.24444444444444444,0.42222222222222217,-0.0113894341182425,0.03408116406942589,0.02474105120802823,0.026974188537690187,0
30,0.2,0.4444444444444445,0.03651628802581904,0.08993078889288765,0.047926722333503244,0.06149362286673881,0
31,0.24444444444444444,0.3666666666666667,-0.01654565436892086,-0.012813010043765833,0.014605311487342367,-0.016366157652046943,0
32,0.2111111111111111,0.3555555555555555,0.005814830843100493,-0.00997501611189449,-0.012708577792128098,0.011269032850232641,0
33,0.17777777777777778,0.42222222222222217,0.023469862889565807,0.037639846439560906,0.022172800289970707,0.02693483527508,0
34,0.23333333333333334,0.3444444444444444,0.02047002198811732,0.03002047609773403,0.020305675513694818,0.02276272342513136,0
35,0.2777777777777778,0.3555555555555555,0.008979437560238838,0.047897633793249995,0.04366083558341751,-0.03885305523756833,0
36,0.18888888888888888,0.4555555555555556,0.04052487292088955,0.09263603922096834,0.05927112822550976,0.06591588381133866,0
37,0.2222222222222222,0.3555555555555555,0.029711195603401963,0.01746306333700431,-0.029516141237315826,0.030007088736455717,0
38,0.2111111111111111,0.4111111111111111,0.08113271301389646,0.14304019422552003,0.08087244497273693,0.09953046590329523,0
39,0.24444444444444444,0.43333333333333335,-0.02088625465305232,0.06696220789990913,0.06500070343362525,-0.059842213041010256,0
40,0.12222222222222222,0.4444444444444444,-0.007230673673438321,0.046515702296701135,0.04195150499971271,0.04002443760655581,0
41,0.2111111111111111,0.33333333333333326,-0.010915198360722163,0.03322875010820712,0.03941237044413606,-0.03275162703354229,0
42,0.2,0.39999999999999997,0.010275222568410012,0.08907535608246046,0.07724188760003625,0.0722478682642325,0
43,0.15555555555555556,0.47777777777777775,-0.015479722527306628,0.05121920463370996,0.06063710299184975,-0.05270601970715545,0
44,0.2777777777777778,0.3111111111111111,-0.03530598028615887,0.05758550469049474,0.06341212247993015,-0.0562103855533774,0
45,0.2,0.36666666666666664,0.05260860325410644,0.10623632535473682,0.08209235956284885,0.07617341233214742,0
46,0.2,0.36666666666666664,-0.011695928982305853,0.06520986700966545,0.07308040081316607,-0.06455089611353812,0
47,0.14444444444444443,0.45555555555555555,0.07061238764158027,0.11427109084086844,0.06882459101522802,0.08186098094488285,0
48,0.24444444444444444,0.3222222222222222,-0.09598135953674004,-0.021495853547962185,0.07984821198670954,-0.08728122745074755,0
49,0.2,0.35555555555555557,-0.0217368286509722,0.04321027235083163,0.04922228228189992,-0.04276989426857069,0
50,0.07777777777777778,0.4888888888888889,-0.020934264640172683,0.06803535553654268,0.07423565706950327,-0.06435515252218682,0
51,0.2222222222222222,0.34444444444444444,-0.01791998178338362,0.07171898240585411,0.06396256151436909,0.061393388574769114,0
52,0.15555555555555556,0.4666666666666667,0.09430686242822021,0.17573962929028153,0.08052486736781823,0.11918254156057885,0
53,0.16666666666666666,0.4666666666666667,0.023599799231856657,0.042538830050961665,0.035082266456133646,-0.03100891805926775,0
54,0.2777777777777778,0.37777777777777777,-0.032075704419003793,0.012615981126303797,0.04217257734740409,-0.03903477322429585,0
55,0.2222222222222222,0.38888888888888895,-0.031063640120059337,0.023915755701587695,0.04915286333881178,-0.044081260119963564,0
56,0.2111111111111111,0.34444444444444444,-0.01813201675988692,0.036856302308778,0.04008718283152507,-0.035261874484354076,0
57,0.07777777777777778,0.5333333333333334,0.03171636618747409,0.04882790642945404,0.04948359317287556,-0.04362923363787555,0
58,0.26666666666666666,0.3777777777777778,-0.021507680696732583,0.02842907199663899,0.047421743128471756,-0.03967033983987925,0
59,0.17777777777777778,0.43333333333333335,-0.01952593968086769,0.046730789166764465,0.05873193151062096,-0.05016518781784476,0
60,0.2222222222222222,0.38888888888888895,0.019473792077918474,0.048781109518637865,0.04859807203578916,-0.04227136030290017,0
61,0.18888888888888888,0.43333333333333335,0.045128423191814766,0.08459595474105076,0.06802575627590793,0.0655680554329706,0
62,0.25555555555555554,0.3222222222222222,0.018731167431331,0.024784822853260655,0.028267367475470845,-0.024362430502358663,0
63,0.28888888888888886,0.33333333333333337,-0.012764758020851853,-0.011105457127117946,-0.013483769127242733,-0.013457798249519468,0
64,0.18888888888888888,0.4,-0.013427394940625803,0.042924190085803095,0.029690590683556083,0.03248151690586433,0
65,0.13333333333333333,0.5111111111111112,0.021338838785981834,0.016779067512814345,-0.01483929974881768,0.01832378795371737,0
66,0.2,0.41111111111111115,0.11219146555030382,0.13537251933908515,0.04140364076454531,0.10140152434238318,0
67,0.14444444444444443,0.4444444444444445,-0.03998610247011656,-0.015270046855389316,0.026993100311269173,-0.037496116467426684,0
68,0.23333333333333334,0.32222222222222224,0.008186633198719786,0.023646182259646615,0.02590546783037746,-0.02290683533176042,0
69,0.26666666666666666,0.3888888888888889,-0.07792201146816985,-0.009783067540947281,0.06547114751008343,-0.07409389724495712,0
70,0.12222222222222222,0.4666666666666667,0.05405734930964034,0.08642972885383085,0.041018987970354234,0.05909355895401605,1
71,0.15555555555555556,0.4666666666666667,0.13373714123218478,0.2090632602506566,0.08719976968823699,0.14239643618832393,0
72,0.3,0.3888888888888889,-0.04758132882808501,0.026351359570667397,0.04390142471368551,-0.047858882238021754,0
73,0.15555555555555556,0.4444444444444444,-0.02442768370837051,-0.016424405078473606,0.01419317507268151,-0.020963874322734267,0
74,0.3111111111111111,0.33333333333333337,-0.005758267286126439,0.023761241034349307,0.018335366371122885,0.018738582891656058,0
75,0.2222222222222222,0.4111111111111111,0.04742066992425476,0.0474626094239824,-0.020111788065225247,0.0406603933197502,0
