t,x,y,z
0.0,-0.003736727002014237,0.9460481716297536,0.37758685532114233
0.008333333333333333,-0.003750415614791582,0.9460777252346135,0.3776097875676684
0.08944444444444444,-0.0018713412247785618,0.9468842412425715,0.37781975866922823
0.11388888888888889,6.1170751640916765e-06,0.9477553900742745,0.3783104255710704
0.1288888888888889,0.001834933784315363,0.9485620188902042,0.3790189623564659
0.14055555555555554,0.003752892964335992,0.9493326897244471,0.3799002222685915
0.14944444444444444,0.005562410576008249,0.9499965597854955,0.38080947945547927
0.15722222222222224,0.007411598335241148,0.9506307302419164,0.3817905614990892
0.16444444444444445,0.009352503987762224,0.9512686916210683,0.38286173185642974
0.17055555555555554,0.011158787994900088,0.9518521717097725,0.38388797742439307
0.17666666666666667,0.013108843043751022,0.9524838299092617,0.38502029436568874
0.18222222222222223,0.01499938641481048,0.9531077018192544,0.38613622369898143
0.18722222222222223,0.016790025857694058,0.9537163217244142,0.3872052444956853
0.1922222222222222,0.018658034137858187,0.9543762186995737,0.38832951663764087
0.19722222222222222,0.02059576441633087,0.9550945809861604,0.3895029782848156
0.20166666666666666,0.022370246021294844,0.9557887154591118,0.39058267825232906
0.2061111111111111,0.02418797059906939,0.9565417000373705,0.3916931537173862
0.21055555555555555,0.02604381720346773,0.9573603257547079,0.39283155285659505
0.215,0.02793325950804108,0.9582516943093403,0.39399573904818863
0.21944444444444444,0.029852551956827473,0.9592230029425151,0.39518428413868006
0.2238888888888889,0.031798905747375844,0.9602813299148754,0.39639639383880393
0.22777777777777777,0.03352282835156962,0.9612840649515128,0.3974761011336883
0.23222222222222222,0.03551648093434772,0.9625233403212253,0.39873205531948835
0.2361111111111111,0.037282187197851244,0.9636935996497324,0.39985073734483945
0.24055555555555555,0.03932671452800358,0.9651336303357156,0.40115274506552867
0.24444444444444444,0.04114197112231917,0.9664864401883775,0.4023137608733613
0.24833333333333332,0.042985500645972015,0.9679278980407592,0.40349655012964963
0.25222222222222224,0.044861555031824,0.9694591159948169,0.40470286541120476
0.2561111111111111,0.0467748048234962,0.9710803219666773,0.4059347736283925
0.2594444444444445,0.04844798727619189,0.9725410441890829,0.4070128317177374
0.2633333333333333,0.05044301627094513,0.9743268158902794,0.4082986641287657
0.26666666666666666,0.0521931375262413,0.9759257636794201,0.40942690713390156
0.27055555555555555,0.05428542965718168,0.9778683142289728,0.4107763351149135
0.27388888888888885,0.05612477411280217,0.9795970412214091,0.4119637829637983
0.27722222222222226,0.05800857534389597,0.9813821089915631,0.4131820601622028
0.28055555555555556,0.05993821831721878,0.9832210610780869,0.41443366598181325
0.2833333333333333,0.06158181443172101,0.9847928548010415,0.4155041011765891
0.2866666666666667,0.06359677641358606,0.9867239717543104,0.4168241244382852
0.28944444444444445,0.0653108212815304,0.9883689306568937,0.4179559306277358
0.2927777777777778,0.06740786422067789,0.9903834351753306,0.4193552875493135
0.29555555555555557,0.06918680715364636,0.9920941954811636,0.4205583237914807
0.29833333333333334,0.07099179706867524,0.9938324420749021,0.42179742433581763
0.3011111111111111,0.07281996606243213,0.995596694228764,0.4230751024296973
0.3038888888888889,0.0746680060522937,0.9973855125033385,0.42439401835984386
0.30666666666666664,0.07653225577856383,0.999197504974324,0.4257569651421081
0.3094444444444444,0.07840882909987451,1.001031325382781,0.42716683939864153
0.31222222222222223,0.08029375053555908,1.0028856698669368,0.42862660962927335
0.315,0.0821830893007923,1.004759273460012,0.4301392818150625
0.31777777777777777,0.08407307937044241,1.0066509045955578,0.4317078413627974
0.3205555555555556,0.0859602227617556,1.008559357219579,0.43333516663217825
0.32333333333333336,0.08784138986472106,1.0104834424839715,0.4350239374703073
0.32611111111111113,0.0897139166376578,1.012421981216358,0.4367765419585587
0.3288888888888889,0.091575673995063,1.0143738033568035,0.4385949675314556
0.33166666666666667,0.09342510379508476,1.016337755762596,0.44048067332448976
0.33444444444444443,0.09526124895674302,1.018312711484014,0.44243445923699143
0.3372222222222222,0.09708378039818746,1.0202975799763419,0.4444563405511949
0.33999999999999997,0.09889299597475434,1.022291325576237,0.4465454724294853
0.3433333333333333,0.10104777027808634,1.024694204774005,0.44913871694153085
0.34611111111111115,0.10283159791471802,1.0267042894590717,0.4513685033343285
0.3488888888888889,0.10460683709756255,1.0287206441417605,0.45365694204037316
0.3516666666666667,0.10637595373769879,1.0307427751172917,0.45599960286742597
0.355,0.10849475072990097,1.0331765392641579,0.45887522534305414
0.35777777777777775,0.1102605000948327,1.0352105849947728,0.4613187760548007
0.3605555555555555,0.11202964751509374,1.0372501498716828,0.4637990353702632
0.36388888888888893,0.1141614164381999,1.0397053745003753,0.46681547149196284
0.3666666666666667,0.11594855032702958,1.0417583666807515,0.46935574845712075
0.36944444444444446,0.117748001177966,1.0438182119776411,0.47191420840290493
0.37222222222222223,0.11956170477359271,1.0458853673647162,0.47448563798995974
0.375,0.12139098879132532,1.047960197417522,0.4770653256078917
0.37777777777777777,0.12323648408719795,1.050042908706338,0.47964917406872637
0.38055555555555554,0.12509803753892088,1.0521334847868375,0.48223381267419
0.3833333333333333,0.12697465257459759,1.0542316373174712,0.48481670145121397
0.3861111111111111,0.12886449998042457,1.056336798113929,0.4873962155067816
0.3888888888888889,0.13076495639405167,1.058448127330325,0.4899717215510015
0.39166666666666666,0.1326726444418552,1.0605645224368214,0.4925436525472676
0.39444444444444443,0.13458348793229527,1.0626846317779184,0.4951135414984641
0.39722222222222225,0.1364928052685631,1.0648068797585915,0.4976839515015967
0.4,0.13839541791731277,1.066929496611095,0.5002583649384694
0.4027777777777778,0.14028575969480184,1.0690505483412354,0.5028410698652644
0.40555555555555556,0.14215799224958697,1.071167966760205,0.5054370144375941
0.4083333333333333,0.14400613627493725,1.0732795797336085,0.508051580194825
0.4111111111111111,0.1458242089178016,1.0753831415160477,0.5106903233798691
0.41388888888888886,0.14760636129474575,1.0774763631725492,0.5133587154871626
0.4166666666666667,0.14934701259252162,1.0795569451722724,0.5160618957079098
0.42,0.1513737439091251,1.082033764540523,0.5193580434955022
0.42333333333333334,0.15332531054264265,1.0844853251585012,0.5227173116688315
0.42666666666666664,0.1551951196762542,1.086908077902069,0.5261440966112525
0.43,0.15697819844155841,1.0892988073745433,0.5296404062775427
0.4338888888888889,0.1589447268244259,1.0920438133089012,0.5338065194207241
0.43777777777777777,0.16078738986005778,1.0947378751325043,0.5380613542342533
0.44166666666666665,0.16250855818277812,1.0973784880407738,0.5423952002413059
0.44666666666666666,0.16455382919417247,1.1006929509945595,0.5480610566052754
0.45166666666666666,0.1664329711900352,1.1039168362036391,0.5537983891088613
0.45666666666666667,0.16817953692594598,1.1070532341021058,0.5595658500359824
0.4622222222222222,0.17001417336493777,1.1104428844444771,0.5659582144001557
0.4683333333333333,0.17197325177778341,1.1140695890102756,0.572909254247069
0.4738888888888889,0.17376357546766397,1.1172901804010078,0.5791086216611864
0.47944444444444445,0.17561121151611916,1.120455496278662,0.5851671761005452
0.485,0.177542019067312,1.1235832337678466,0.5910844136510913
0.49,0.17935383572033964,1.1263806693051153,0.5963095309840739
0.495,0.18122824837048898,1.1291747453803265,0.6014697574688539
